Food_ID,Food name and Description,Alternate/Common name(s),Water (g),"Energy, calculated (kcal)",Protein (g),Total Fat (g),"Carbohydrate, total (g)","Ash, total (g)",Image Link,Category
A138,"Noodles, rice, boiled","Bihon, nilaga",72.0,115.0,0.5,0.6,26.9,0.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1381.png,"GRAINS, STARCHES, OR FLOURS"
A140,"Noodles, wheat, canton, dry",Canton,4.8,487.0,12.8,23.2,56.8,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A140.png,"GRAINS, STARCHES, OR FLOURS"
A141,"Noodles, wheat, mami, fresh","Mami, sariwa",78.9,73.0,6.8,0.2,10.9,3.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1411.png,"GRAINS, STARCHES, OR FLOURS"
A142,"Noodles, wheat, inst, w/ flvr","Mami, inst, may pampalasa",5.2,433.0,10.4,18.1,57.1,9.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A142.png,"GRAINS, STARCHES, OR FLOURS"
A143,"Noodles, wheat, inst, w/ flvr, fortified","Mami, inst, may pampalasa,fortified",4.1,465.0,9.2,22.3,56.8,7.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A143.png,"GRAINS, STARCHES, OR FLOURS"
A144,"Noodles, wheat, thin",Misua/Miswa,11.0,344.0,12.2,0.3,73.0,3.5,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/A144_noodles,_wheat,_thin1.png","GRAINS, STARCHES, OR FLOURS"
A145,"Noodles, wheat, thin, boiled","Misua/Miswa, nilaga",75.0,100.0,0.9,0.1,23.8,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1451.png,"GRAINS, STARCHES, OR FLOURS"
A146,"Noodles, wheat, miki, dry","Miki, tuyo",8.4,472.0,12.4,22.4,55.3,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1461.png,"GRAINS, STARCHES, OR FLOURS"
A147,"Noodles, wheat, miki, dry, boiled","Miki, tuyo, nilaga",76.0,110.0,1.7,2.9,19.2,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1471.png,"GRAINS, STARCHES, OR FLOURS"
A148,"Oatmeal, instant",,4.4,394.0,10.0,4.7,77.9,3.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1481.png,"GRAINS, STARCHES, OR FLOURS"
A149,"Oats, quick-cooking",,4.2,423.0,11.4,9.1,73.8,1.5,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/A149_oats,_quick-cooking1.png","GRAINS, STARCHES, OR FLOURS"
A150,"Oats, quick-cooking, ckd",,86.1,60.0,1.6,1.1,11.0,0.2,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/A150_oats,_quick-cooking,_ckd1.png","GRAINS, STARCHES, OR FLOURS"
A151,Pancake,Hotcake,40.6,269.0,8.4,7.6,41.8,1.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1511.png,"GRAINS, STARCHES, OR FLOURS"
A152,"Pasta, macaroni",,11.4,353.0,14.3,0.2,73.5,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1521.png,"GRAINS, STARCHES, OR FLOURS"
A153,"Pasta, spaghetti",,10.5,361.0,12.4,1.1,75.4,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A153.jpg,"GRAINS, STARCHES, OR FLOURS"
A154,"Pasta, spaghetti, boiled",,61.0,156.0,5.5,0.1,33.3,0.1,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/A154_pasta,_spaghetti,_boiled1.png","GRAINS, STARCHES, OR FLOURS"
A155,"Popcorn and peanuts, sweetn",,3.1,447.0,5.1,12.8,77.8,1.2,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/A155-popcorn-and-peanuts,-sweetened1.png","GRAINS, STARCHES, OR FLOURS"
A156,"Popcorn, salted",,3.8,471.0,6.7,18.6,69.2,1.7,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/A156_popcorn,_salted1.png","GRAINS, STARCHES, OR FLOURS"
A157,"Popcorn, sweetn",,2.3,443.0,4.0,11.0,81.9,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A157-popcorn-sweetened1.png,"GRAINS, STARCHES, OR FLOURS"
A158,"Pretzel, choc-coated",,2.3,475.0,8.1,18.6,68.8,2.2,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/A158_pretzel,choc-coated1.png","GRAINS, STARCHES, OR FLOURS"
A159,"Pretzel, sweetn",,1.0,442.0,8.5,11.1,76.9,2.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1591.png,"GRAINS, STARCHES, OR FLOURS"
A160,"Pudding, pineapple",,32.5,268.0,4.7,1.7,58.5,2.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/To_be_supplied_Photo_resize218.jpg,"GRAINS, STARCHES, OR FLOURS"
A161,"Pudding, raisin",,47.0,221.0,8.1,2.9,40.5,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/To_be_supplied_Photo_resize219.jpg,"GRAINS, STARCHES, OR FLOURS"
A162,"Pudding, vanilla",,29.4,286.0,6.2,1.5,61.8,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/To_be_supplied_Photo_resize220.jpg,"GRAINS, STARCHES, OR FLOURS"
A163,"Puffs, bbq flvr",,4.9,445.0,7.5,14.6,70.9,2.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/To_be_supplied_Photo_resize221.jpg,"GRAINS, STARCHES, OR FLOURS"
A164,"Puffs, cheese flvr",,4.1,503.0,6.0,26.5,60.0,3.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A164_copy1.png,"GRAINS, STARCHES, OR FLOURS"
A165,"Puffs, chicken flvr",,2.3,449.0,6.8,13.4,75.2,2.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/To_be_supplied_Photo_resize222.jpg,"GRAINS, STARCHES, OR FLOURS"
A166,"Puffs, spiced",,3.2,418.0,7.4,8.9,77.0,3.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/To_be_supplied_Photo_resize223.jpg,"GRAINS, STARCHES, OR FLOURS"
A167,"Rice cake (glutinous), bibingka","Bibingka, malagkit",36.8,256.0,2.8,1.0,59.0,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1671.png,"GRAINS, STARCHES, OR FLOURS"
A168,"Rice cake (glutinous), biko",Biko/Sinukmani,37.9,252.0,2.2,0.9,58.7,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1681.png,"GRAINS, STARCHES, OR FLOURS"
A169,"Rice cake (glutinous), biko, w/ grtd coconut topping","Biko/Sinukmani, may niyog",40.0,246.0,3.3,1.6,54.7,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1691.png,"GRAINS, STARCHES, OR FLOURS"
A170,"Rice cake (glutinous), biko, w/ purple rice","Biko, may pirurutong",43.6,227.0,2.6,0.4,53.2,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A170_copy1.png,"GRAINS, STARCHES, OR FLOURS"
A171,"Rice cake (glutinous), Chinese, tikoy",Tikoy,37.7,250.0,2.5,0.3,59.4,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1711.png,"GRAINS, STARCHES, OR FLOURS"
A172,"Rice cake (glutinous), Chinese, tikoy, w/ peanut","Tikoy, may mani",40.1,247.0,6.4,1.8,51.4,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1721.png,"GRAINS, STARCHES, OR FLOURS"
A173,"Rice cake, bibingka",Bibingkang galapong,41.5,234.0,3.6,0.9,52.9,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/To_be_supplied_Photo_resize2254.jpg,"GRAINS, STARCHES, OR FLOURS"
A174,"Rice cake, bibingka, w/ cheese & coconut topping","Bibingkang galapong, may keso at niyog",45.6,223.0,2.8,2.6,47.2,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A174_BibingkaGalapongKesoNiyog2.jpg,"GRAINS, STARCHES, OR FLOURS"
A175,"Rice cake, puto bumbong, purple",Puto bumbong,38.4,252.0,3.5,1.3,56.5,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A175_copy1.png,"GRAINS, STARCHES, OR FLOURS"
A176,"Rice cake, puto, brown","Puto, brown",48.1,206.0,2.0,0.1,49.3,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1761.png,"GRAINS, STARCHES, OR FLOURS"
A177,"Rice cake, puto, white",Puto puti,46.6,214.0,2.8,0.3,49.9,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A177_copy1.png,"GRAINS, STARCHES, OR FLOURS"
A178,"Rice cake, puto, white, w/ grtd coconut topping","Puto puti, may niyog",47.9,209.0,2.7,1.1,47.1,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A178_copy1.png,"GRAINS, STARCHES, OR FLOURS"
A179,"Rice cake, cuchinta",Cuchinta/Kutsinta,58.9,166.0,1.4,0.8,38.4,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/To_be_supplied_Photo_resize224.jpg,"GRAINS, STARCHES, OR FLOURS"
A180,"Rice cake, cuchinta, w/ grtd coconut topping","Cuchinta/Kutsinta, may niyog",62.3,165.0,1.6,3.2,32.4,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A180_copy1.png,"GRAINS, STARCHES, OR FLOURS"
A181,Rice flour,"Arina, bigas",10.2,358.0,7.6,0.3,81.3,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1811.png,"GRAINS, STARCHES, OR FLOURS"
A182,"Rice flour prep, tamales",Tamales,75.2,101.0,1.3,0.9,21.8,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A182new.png,"GRAINS, STARCHES, OR FLOURS"
A183,"Rice gruel, thin","Lugaw, malabnaw",82.8,71.0,1.4,1.1,13.9,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A183.png,"GRAINS, STARCHES, OR FLOURS"
A184,"Rice prep (glutinous), butse, w/ mung bean filling","Butse/Buchi, munggo",32.0,329.0,6.4,12.0,48.9,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A184.png,"GRAINS, STARCHES, OR FLOURS"
A185,"Rice prep (glutinous), butse, w/ sweet potato filling","Butse/Buchi, kamote",32.0,310.0,5.6,8.2,53.5,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1851.png,"GRAINS, STARCHES, OR FLOURS"
A186,"Rice prep (glutinous), kalamay, w/ coconut curd topping","Kalamay, may latik",48.2,208.0,2.7,0.4,48.5,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A186_Kalamay.png,"GRAINS, STARCHES, OR FLOURS"
A187,"Rice prep (glutinous), kalamay, w/ yam","Kalamay, ube",55.5,178.0,2.2,0.3,41.7,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A187_copy1.png,"GRAINS, STARCHES, OR FLOURS"
A188,"Rice prep (glutinous), palitaw",Palitaw,51.8,206.0,2.6,2.8,42.5,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1881.png,"GRAINS, STARCHES, OR FLOURS"
A189,"Rice prep (glutinous), palitaw, w/ grtd coconut & sugar","Palitaw, may niyog at asukal",52.1,213.0,2.6,4.5,40.5,0.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A1891.png,"GRAINS, STARCHES, OR FLOURS"
A190,"Rice prep (glutinous), sapin-sapin",Sapin-sapin,68.1,129.0,1.1,0.4,30.3,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A190_copy1.png,"GRAINS, STARCHES, OR FLOURS"
A191,"Rice prep (glutinous), suman sa ibos",Suman sa ibos,57.5,171.0,3.1,0.7,38.0,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A191_copy1.png,"GRAINS, STARCHES, OR FLOURS"
A192,"Rice prep (glutinous), suman, lye-treated",Suman sa lihiya,52.3,191.0,3.2,0.4,43.6,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A192_copy1.png,"GRAINS, STARCHES, OR FLOURS"
A193,"Rice prep (glutinous), suman, w/ grtd coconut topping","Suman maruwekos, may niyog",49.8,211.0,2.6,2.4,44.8,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A193.png,"GRAINS, STARCHES, OR FLOURS"
A194,"Rice prep (glutinous), tupig",Tupig,27.5,300.0,3.6,2.6,65.6,0.7,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/A194_rice_prep_(glutinous),_tupig1.png","GRAINS, STARCHES, OR FLOURS"
A195,"Rice prep, espasol",Espasol,25.8,312.0,4.0,3.6,65.8,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A195_copy1.png,"GRAINS, STARCHES, OR FLOURS"
A196,"Rice water, ckd, thin","Am, malabnaw",95.8,17.0,0.1,0.2,3.8,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A196.jpg,"GRAINS, STARCHES, OR FLOURS"
A197,"Rice, crispies",,6.5,373.0,3.0,0.6,88.8,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A197_copy1.png,"GRAINS, STARCHES, OR FLOURS"
A198,"Rice-bread prep, toasted, puto seko",Puto seko,4.8,388.0,6.0,1.8,87.0,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A198-puto-seko1.png,"GRAINS, STARCHES, OR FLOURS"
A199,"Rice-bread prep, toasted, puto seko, w/ grtd coconut","Puto seko, may niyog",5.8,402.0,4.4,5.5,83.8,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/To_be_supplied_Photo_resize225.jpg,"GRAINS, STARCHES, OR FLOURS"
A200,"Spring roll wrapper, plain",Balat ng lumpia/Lumpia wrapper,20.2,316.0,10.6,0.5,67.2,1.5,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/A200_spring_roll_wrapper,_plain1.png","GRAINS, STARCHES, OR FLOURS"
A201,"Wheat flour, all-purpose","Arina, trigo, all-purpose",12.3,352.0,12.6,0.8,73.7,0.6,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/A201_wheat_flour,_all-purpose1.png","GRAINS, STARCHES, OR FLOURS"
A202,"Wheat flour, all-purpose, enr, bleached","Arina trigo, all-purpose, enr, pinaputi",9.8,377.0,11.0,3.6,75.2,0.4,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/A202_wheat_flour,_all-purpose,_enr,_bleached1.png","GRAINS, STARCHES, OR FLOURS"
A203,"Wheat flour, cake flour, enr, bleached","Arina trigo, cake, enr, pinaputi",9.2,370.0,8.9,1.7,79.7,0.5,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/A203_wheat_flour,_cake_flour,_enr,_bleached1.png","GRAINS, STARCHES, OR FLOURS"
A204,"Instant noodles, chicken flvr, raw",-,5.2,429.0,10.5,17.5,57.3,9.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A204_copy1.png,"GRAINS, STARCHES, OR FLOURS"
A205,"Instant noodles, chicken flvr, ckd",-,89.5,48.0,1.3,2.1,6.0,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/A205_copy1.png,"GRAINS, STARCHES, OR FLOURS"
B001,Cassava,Kamoteng kahoy/Balinghoy,63.0,145.0,0.6,0.2,35.3,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B001_copy1.png,ROOT VEGETABLES
B002,"Cassava, boiled","Kamoteng kahoy/Balinghoy, nilaga",71.8,111.0,0.4,0.1,27.1,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B002_copy1.png,ROOT VEGETABLES
B003,"Cassava, yellow","Kamoteng kahoy/Balinghoy, dilaw",61.0,155.0,0.7,0.2,37.7,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/To_be_supplied_Photo_resize226.jpg,ROOT VEGETABLES
B004,East Indian arrowroot,Yabyaban,63.1,144.0,3.1,0.1,32.6,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/000.jpg,ROOT VEGETABLES
B005,"East Indian arrowroot, boiled","Yabyaban, nilaga",77.2,88.0,3.1,0.2,18.5,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/0001.jpg,ROOT VEGETABLES
B006,Palauan,Galiang/Swamp taro,61.4,153.0,0.5,0.2,37.3,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B006.png,ROOT VEGETABLES
B007,Potato,Patatas,79.9,78.0,2.4,0.1,16.8,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B007_potato1.png,ROOT VEGETABLES
B008,"Potato, boiled","Patatas, nilaga",83.8,63.0,1.7,0.1,13.7,0.7,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/B008_potato,_boiled1.png",ROOT VEGETABLES
B009,"Sweet potato, purple","Kamote, murado",68.1,125.0,0.6,0.4,29.8,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B009_copy1.png,ROOT VEGETABLES
B010,"Sweet potato, purple, boiled","Kamote, murado, nilaga",68.6,122.0,0.6,0.2,29.5,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B0101.png,ROOT VEGETABLES
B011,"Sweet potato, white","Kamote, puti",73.5,105.0,0.7,0.5,24.3,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B0111.png,ROOT VEGETABLES
B012,"Sweet potato, white, boiled","Kamote, puti, nilaga",68.8,126.0,0.4,0.8,29.3,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B0111.png,ROOT VEGETABLES
B013,"Sweet potato, yellow","Kamote, dilaw",65.5,135.0,1.1,0.4,31.8,1.2,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/B013_sweet_potato,_yellow1.png",ROOT VEGETABLES
B014,"Sweet potato, yellow, boiled","Kamote, dilaw, nilaga",68.1,128.0,0.5,0.3,30.7,0.4,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/B014_sweet,_potato,_yellow,_boiled1.png",ROOT VEGETABLES
B015,Taro,Gabi,64.1,141.0,2.3,0.2,32.6,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B015_taro1.png,ROOT VEGETABLES
B016,"Taro, boiled","Gabi, nilaga",73.4,105.0,1.5,0.1,24.4,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B016_copy1.png,ROOT VEGETABLES
B017,White spot arum,Pongapong,84.4,61.0,3.1,0.2,11.7,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa.jpg,ROOT VEGETABLES
B018,"Yam, Luzon",Pakit/Kamangeg,74.7,99.0,2.5,0.1,22.1,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/To_be_supplied_Photo_resize2251.jpg,ROOT VEGETABLES
B019,"Yam, nami",Nami/Asiatic bitter yam,73.5,105.0,2.3,0.3,23.3,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/To_be_supplied_Photo_resize2252.jpg,ROOT VEGETABLES
B020,"Yam, purple",Ubi/Ube,74.9,97.0,1.7,0.2,22.2,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B0201.png,ROOT VEGETABLES
B021,"Yam, purple, boiled","Ubi/Ube, nilaga",80.4,77.0,0.7,0.1,18.2,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B021_copy1.png,ROOT VEGETABLES
B022,"Yam, spiny",Tugi/Lesser yam,67.3,141.0,1.0,2.7,28.2,0.8,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/B022_Yam,_spiny,_raw.png",ROOT VEGETABLES
B023,"Yam, spiny, boiled","Tugi/Lesser yam, nilaga",83.8,69.0,0.4,1.2,14.1,0.5,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/B023_Yam,_spiny,_boiled.png",ROOT VEGETABLES
B024,Yautia,Gabing Cebu,68.7,122.0,0.8,0.1,29.4,1.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa1.jpg,ROOT VEGETABLES
B025,Arrowroot starch,Uraro starch,12.6,351.0,0.1,0.5,86.4,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B0251.png,ROOT VEGETABLES
B026,"Cassava cake, bibingka","Kamoteng kahoy, bibingka",54.4,181.0,0.4,0.3,44.1,0.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B026_copy1.png,ROOT VEGETABLES
B027,Cassava flour,"Kamoteng kahoy, arina",9.5,362.0,1.1,0.7,87.8,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B027_cassava_flour1.png,ROOT VEGETABLES
B028,Cassava fritter,"Kamoteng kahoy, maruya",20.8,360.0,0.7,10.0,66.7,1.8,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B0281.png,ROOT VEGETABLES
B029,Cassava pudding,"Kamoteng kahoy, budin",49.3,203.0,1.2,0.5,48.4,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B029_copy1.png,ROOT VEGETABLES
B030,"Cassava, mashed, w/ sugar & marg","Kamoteng kahoy, linupak",55.0,183.0,0.4,1.3,42.4,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B0301.png,ROOT VEGETABLES
B031,"Cassava, suman","Kamoteng kahoy, suman",48.5,210.0,0.5,1.4,48.9,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B031_copy1.png,ROOT VEGETABLES
B032,East Indian arrowroot starch,Yabyaban starch,13.5,348.0,0.1,0.5,85.8,0.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa2.jpg,ROOT VEGETABLES
B033,"Potato chips, cheese flvr",,3.0,556.0,6.2,36.0,51.8,3.0,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/B033_potato_chips,_cheese1.png",ROOT VEGETABLES
B034,"Potato, French-fried",French fries,37.4,328.0,3.7,16.8,40.5,1.6,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/B034_potato,_french-fried1.png",ROOT VEGETABLES
B035,Tapioca starch ball,Sago/Tapioca pearl,15.6,341.0,0.4,1.1,82.4,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B035.jpg,ROOT VEGETABLES
B036,"Tapioca starch ball, boiled","Sago, nilaga/Tapioca pearl, boiled",79.3,83.0,0.0,0.2,20.3,0.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B036.png,ROOT VEGETABLES
B037,"Sweet potato, w/ sugar, fried",Kamote cue,47.8,239.0,1.1,6.9,43.1,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B037.jpg,ROOT VEGETABLES
B038,"Yam, nami, brined","Nami, inasnan",83.3,66.0,1.0,0.2,15.0,0.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa3.jpg,ROOT VEGETABLES
B039,"Yam, nami, dried","Nami, tuyo",11.5,351.0,6.6,0.4,80.3,1.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa4.jpg,ROOT VEGETABLES
B040,"Yam, purple, pudding","Ubi, maja",53.5,187.0,1.2,0.8,43.8,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B040.png,ROOT VEGETABLES
B041,"Yam, purple, pudding,w/ grtd coconut topping","Ubi, maja, may niyog",53.0,191.0,1.7,1.2,43.4,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B041.png,ROOT VEGETABLES
B042,"Yacon tuber, raw",Peruvian ground apple,91.0,35.0,0.4,0.1,0.4,0.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B042_2.png,ROOT VEGETABLES
B043,"Sweet potato, orange",-,69.6,121.0,1.1,0.3,28.4,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/B0431.png,ROOT VEGETABLES
C002,"Cashew nut, roasted","Kasuy, binusa",6.2,603.0,19.2,47.4,24.8,2.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/C0021.png,LEGUMES
C003,"Chestnut, roasted","Kastanyas, binusa",36.3,256.0,5.0,1.2,56.4,1.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/C003resized.png,LEGUMES
C004,"Chickpea, dried","Garbansos/Garbanzo, tuyo",10.4,377.0,19.2,6.2,61.2,3.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/C004_copy1.png,LEGUMES
C005,"Chickpea, dried, boiled","Garbansos/Garbanzo, tuyo, nilaga",52.2,198.0,5.7,2.0,39.2,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/C005_coppy1.png,LEGUMES
C006,"Coconut meat, mature","Niyog, magulang",51.9,319.0,3.9,26.1,17.2,0.9,https://i.fnri.dost.gov.ph/assets/images/fct_pics/C0061.png,LEGUMES
C007,"Coconut meat, very young","Buko, malauhog",90.5,42.0,0.8,1.3,6.8,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/C007_copy.png,LEGUMES
C008,"Coconut meat, young","Buko, malakanin",80.6,102.0,1.4,5.3,12.1,0.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/C0081.png,LEGUMES
C009,Coconut sport,Makapuno,64.8,226.0,2.4,17.6,14.5,0.7,https://i.fnri.dost.gov.ph/assets/images/fct_pics/C0091.png,LEGUMES
C010,"Cowpea seed, dried","Paayap buto, tuyo",9.0,358.0,20.4,1.5,65.8,3.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/C0101.png,LEGUMES
C011,"Davao wonder bean seed, dried","Mecan pea buto, tuyo",12.6,351.0,23.4,2.7,58.3,3.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa5.jpg,LEGUMES
C014,"Coastal jack-bean seed, dried","Pataning-dagat buto, tuyo",9.4,364.0,24.1,2.8,60.7,3.0,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa7.jpg,LEGUMES
C015,"Coastal jack-bean seed, dried, boiled","Pataning-dagat buto, tuyo, nilaga",57.6,170.0,9.6,1.1,30.3,1.4,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa8.jpg,LEGUMES
C016,"Java olive seed, dried","Kalumpang buto, tuyo",2.3,603.0,15.4,45.0,34.1,3.2,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa9.jpg,LEGUMES
C017,"Kaatoan bangkal seed, dried",,11.6,339.0,14.4,0.4,69.5,4.1,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa10.jpg,LEGUMES
C018,"Kidney bean seed, black, dried","Abitsuwelas buto, itim, tuyo",5.2,374.0,20.2,1.9,69.1,3.6,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa11.jpg,LEGUMES
C019,"Kidney bean seed, black, dried, boiled","Abitsuwelas buto, itim, tuyo, nilaga",69.9,117.0,3.9,0.6,24.1,1.5,https://i.fnri.dost.gov.ph/assets/images/fct_pics/aaa12.jpg,LEGUMES
C020,"Kidney bean seed, red, dried","Abitsuwelas buto, pula, tuyo",11.7,348.0,19.3,1.5,64.2,3.3,https://i.fnri.dost.gov.ph/assets/images/fct_pics/c020.jpg,LEGUMES
C021,"Kidney bean seed, red, dried, boiled","Abitsuwelas buto, pula, tuyo, nilaga",64.9,138.0,7.9,0.9,24.6,1.7,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/C021_kidney_snap_bean_seed,_red,_dried,_boiled1.png",LEGUMES
C022,"Kidney bean seed, white, dried","Abitsuwelas buto, puti, tuyo",9.4,354.0,18.8,1.1,67.1,3.6,"https://i.fnri.dost.gov.ph/assets/images/fct_pics/C022_kidney_snap_bean_seed,_white,_dried1.png",LEGUMES
